instrument_name,note,frequencies
Accordion,D#3,"[ 311.12698372 1567.98174393 1244.50793489  622.25396744 1864.65504607
  329.62755691 1479.97769085 2217.46104781 1318.51022765  293.66476792
  659.25511383  587.32953583]"
Accordion,D#3,"[ 311.12698372  622.25396744 1244.50793489 1864.65504607  329.62755691
  659.25511383 1567.98174393  587.32953583  293.66476792 1318.51022765
 1174.65907167 1975.53320502]"
Accordion,D#3,"[ 311.12698372  329.62755691  293.66476792 1244.50793489 1567.98174393
 1864.65504607 1318.51022765 1174.65907167   97.998859    622.25396744
  116.54094038 1975.53320502]"
Accordion,D#3,"[ 311.12698372  329.62755691  293.66476792 1244.50793489   92.49860568
   69.29565774 1567.98174393 1318.51022765   97.998859   1864.65504607
 1174.65907167  138.59131549]"
Accordion,D#4,"[ 622.25396744 1864.65504607 1244.50793489  659.25511383  587.32953583
 1975.53320502 1318.51022765 1760.         1174.65907167 2489.01586978
 2637.0204553  3135.96348785]"
Accordion,D#4,"[1864.65504607 1244.50793489  622.25396744 1975.53320502 1318.51022765
 1174.65907167  659.25511383 1760.          587.32953583 3135.96348785
 2959.95538169 3322.43758064]"
Accordion,D#4,"[ 622.25396744 1864.65504607  659.25511383  587.32953583 1244.50793489
 1975.53320502 2489.01586978 3135.96348785 1760.         3729.31009214
 1318.51022765 4434.92209563]"
Accordion,D#4,"[ 622.25396744  659.25511383  587.32953583 1864.65504607 1244.50793489
 1975.53320502 1318.51022765 1760.         1174.65907167 2489.01586978
 2637.0204553  3135.96348785]"
Accordion,D#4,"[ 622.25396744  659.25511383  587.32953583 2489.01586978 1864.65504607
 2637.0204553  1975.53320502 3135.96348785 2349.31814334 1760.
 4434.92209563 1244.50793489]"
Accordion,D#4,"[ 622.25396744  659.25511383  587.32953583 1864.65504607 1975.53320502
 1244.50793489 1760.         1318.51022765 1174.65907167 3135.96348785
 4434.92209563 2489.01586978]"
Accordion,D#4,"[ 622.25396744  659.25511383  587.32953583 1864.65504607 1244.50793489
 1975.53320502 2489.01586978 1760.         1318.51022765 1174.65907167
 4434.92209563 2637.0204553 ]"
Accordion,D#4,"[ 622.25396744  659.25511383  587.32953583 1864.65504607 1975.53320502
 1244.50793489 1760.         3135.96348785 1318.51022765 1174.65907167
 2959.95538169 3322.43758064]"
Accordion,D#4,"[ 622.25396744  659.25511383  587.32953583 1864.65504607 2489.01586978
   97.998859   1975.53320502 1244.50793489 1760.         2637.0204553
   92.49860568  116.54094038]"
Accordion,D#4,"[ 622.25396744  659.25511383  587.32953583 2489.01586978 1864.65504607
   97.998859   2637.0204553   110.         1975.53320502 2349.31814334
  116.54094038   92.49860568]"
Accordion,D#4,"[ 622.25396744  659.25511383  587.32953583 1864.65504607 1975.53320502
 1760.         1244.50793489   97.998859   2489.01586978 3729.31009214
 3135.96348785  116.54094038]"
Accordion,D#5,"[1244.50793489 1318.51022765 1174.65907167 3729.31009214 2489.01586978
 3951.06641005 3520.         2637.0204553  2349.31814334 1396.91292573
 1108.73052391 7458.62018429]"
Accordion,D#5,"[2489.01586978 3729.31009214 1244.50793489 2637.0204553  2349.31814334
 3951.06641005 1318.51022765 1174.65907167 6271.92697571 3520.
 4978.03173955 7458.62018429]"
Accordion,D#5,"[1244.50793489 1318.51022765 1174.65907167 2489.01586978 3729.31009214
 2637.0204553  2349.31814334 3951.06641005 3520.         6271.92697571
 1396.91292573 4978.03173955]"
Accordion,D#5,"[1244.50793489 1318.51022765 1174.65907167 3729.31009214 3951.06641005
 2489.01586978 3520.         2637.0204553  1396.91292573 2349.31814334
 7458.62018429 1108.73052391]"
Accordion,D#5,"[1244.50793489 3729.31009214 1318.51022765 3951.06641005 1174.65907167
 3520.         6271.92697571 4978.03173955 2489.01586978 5919.91076339
 6644.87516128 5274.04091061]"
Accordion,D#5,"[1244.50793489 1318.51022765 1174.65907167 3729.31009214 3951.06641005
 3520.         1396.91292573   97.998859    116.54094038 1108.73052391
  110.         2489.01586978]"
Accordion,D#5,"[1244.50793489 1174.65907167 1318.51022765 3729.31009214 4978.03173955
 3951.06641005 3520.         2489.01586978 5274.04091061 4698.63628668
 6271.92697571 7458.62018429]"
Accordion,D#5,"[3729.31009214 1244.50793489 3951.06641005 1318.51022765 1174.65907167
 3520.          110.          116.54094038   97.998859   4978.03173955
  103.82617439 2489.01586978]"
Accordion,D#5,"[  97.998859     92.49860568  103.82617439  116.54094038  110.
 2489.01586978 1244.50793489   87.30705786  123.47082531   69.29565774
   73.41619198  130.81278265]"
Accordion,D#5,"[1244.50793489 1318.51022765 1174.65907167 3729.31009214   97.998859
 3951.06641005 3520.          110.          116.54094038   92.49860568
  103.82617439 1396.91292573]"
Accordion,D#5,"[1244.50793489 1318.51022765 1174.65907167   97.998859    116.54094038
 3729.31009214   92.49860568   77.78174593  110.         1396.91292573
   73.41619198 2489.01586978]"
Accordion,D#6,"[2489.01586978 2637.0204553  4978.03173955 2349.31814334 5274.04091061
 4698.63628668 7458.62018429  116.54094038  110.         7902.1328201
  123.47082531 7040.        ]"
Accordion,D#6,"[2489.01586978 4978.03173955 2637.0204553  2349.31814334 5274.04091061
 4698.63628668 7458.62018429 7902.1328201  7040.          110.
  116.54094038 2793.82585146]"
Accordion,D#6,"[2489.01586978 2637.0204553  4978.03173955 2349.31814334 5274.04091061
 4698.63628668   97.998859     92.49860568 7458.62018429  110.
  103.82617439  116.54094038]"
Accordion,D#6,"[2489.01586978 2637.0204553  2349.31814334 4978.03173955 5274.04091061
 4698.63628668 7458.62018429 7902.1328201  7040.          110.
 2793.82585146  116.54094038]"
Accordion,D#6,"[2489.01586978  116.54094038 2637.0204553   110.         2349.31814334
   97.998859   4978.03173955  123.47082531   92.49860568  103.82617439
 7458.62018429 5274.04091061]"
Accordion,D#6,"[4978.03173955 5274.04091061   97.998859   4698.63628668 2489.01586978
 7458.62018429  110.           92.49860568  103.82617439 2637.0204553
  116.54094038 7902.1328201 ]"
Accordion,D#6,"[2489.01586978 2637.0204553   116.54094038   97.998859    110.
 2349.31814334 4978.03173955   92.49860568  103.82617439   73.41619198
  146.83238396  123.47082531]"
Accordion,D#6,"[ 116.54094038   97.998859    110.         2489.01586978  103.82617439
   92.49860568  123.47082531 4978.03173955 2637.0204553  2349.31814334
   87.30705786 7458.62018429]"
Accordion,D#6,"[2489.01586978 2637.0204553  2349.31814334   97.998859     92.49860568
  116.54094038  110.          103.82617439 4978.03173955 7458.62018429
  123.47082531   69.29565774]"
Accordion,D#6,"[2489.01586978 2637.0204553  2349.31814334  116.54094038  110.
   92.49860568   73.41619198   77.78174593   87.30705786  123.47082531
   97.998859     69.29565774]"
Accordion,D#7,"[4978.03173955 5274.04091061 4698.63628668  116.54094038  110.
   97.998859     92.49860568  103.82617439 5587.65170293   69.29565774
  123.47082531   65.40639133]"
Accordion,D#7,"[4978.03173955 5274.04091061 4698.63628668   65.40639133   69.29565774
  116.54094038  110.           97.998859     92.49860568   73.41619198
  123.47082531   77.78174593]"
Accordion,D#7,"[4978.03173955  110.          116.54094038 5274.04091061 4698.63628668
  103.82617439   97.998859     92.49860568  123.47082531   87.30705786
  130.81278265  146.83238396]"
Accordion,D#7,"[4978.03173955 5274.04091061 4698.63628668  116.54094038  110.
   97.998859    103.82617439   92.49860568   65.40639133  123.47082531
  146.83238396   69.29565774]"
Accordion,D#7,"[4978.03173955 5274.04091061   97.998859   4698.63628668  116.54094038
   92.49860568  110.          103.82617439   87.30705786  123.47082531
   69.29565774   65.40639133]"
Accordion,D#7,"[  97.998859     92.49860568  103.82617439 4978.03173955 5274.04091061
 4698.63628668   87.30705786   69.29565774   73.41619198  155.56349186
  164.81377846   77.78174593]"
Accordion,D#7,"[ 116.54094038 4978.03173955  110.           92.49860568  123.47082531
   97.998859   5274.04091061  103.82617439 4698.63628668   87.30705786
   65.40639133   69.29565774]"
Accordion,D2,"[ 146.83238396  440.          739.98884542  155.56349186 1318.51022765
  293.66476792  138.59131549 1174.65907167  466.16376152  415.30469758
  698.45646287  880.        ]"
Accordion,D2,"[146.83238396 138.59131549 440.         155.56349186 739.98884542
 415.30469758 880.         293.66476792 587.32953583 466.16376152
 698.45646287 277.18263098]"
Accordion,D2,"[ 146.83238396  739.98884542  155.56349186  440.          138.59131549
  698.45646287  293.66476792 1318.51022765  466.16376152  415.30469758
  783.99087196 1174.65907167]"
Accordion,D2,"[ 146.83238396  739.98884542  155.56349186  138.59131549  440.
  698.45646287  783.99087196 1174.65907167 1046.5022612   466.16376152
  587.32953583  415.30469758]"
Accordion,D3,"[ 587.32953583  293.66476792  622.25396744  554.36526195  880.
  311.12698372  277.18263098  932.32752304 1174.65907167  830.60939516
 1479.97769085 2349.31814334]"
Accordion,D3,"[ 587.32953583  293.66476792  277.18263098  116.54094038   97.998859
  622.25396744  311.12698372  554.36526195  880.          110.
   92.49860568 1174.65907167]"
Accordion,D3,"[ 293.66476792  587.32953583  311.12698372  622.25396744  554.36526195
  277.18263098 1174.65907167  880.         2093.0045224  1244.50793489
  932.32752304 1108.73052391]"
Accordion,D3,"[ 293.66476792  311.12698372  587.32953583  277.18263098  880.
  622.25396744  554.36526195 1760.          932.32752304 1174.65907167
  116.54094038 2093.0045224 ]"
Accordion,D3,"[ 880.          587.32953583  293.66476792  932.32752304  830.60939516
  622.25396744  554.36526195  311.12698372  277.18263098 2637.0204553
 1174.65907167 3322.43758064]"
Accordion,D3,"[ 293.66476792  587.32953583 1174.65907167  880.          311.12698372
  622.25396744  277.18263098 1244.50793489 2093.0045224   554.36526195
  932.32752304 2637.0204553 ]"
Accordion,D3,"[  97.998859     92.49860568  103.82617439 1174.65907167  293.66476792
  587.32953583 1244.50793489  311.12698372   69.29565774   82.40688923
 1108.73052391   87.30705786]"
Accordion,D3,"[ 293.66476792  311.12698372  277.18263098  880.         1174.65907167
  587.32953583  116.54094038  110.          932.32752304 1244.50793489
   97.998859    830.60939516]"
Accordion,D4,"[ 587.32953583 1760.         1174.65907167  622.25396744  554.36526195
 1864.65504607 1244.50793489 1661.21879032 1108.73052391 2959.95538169
 3520.         2793.82585146]"
Accordion,D4,"[ 587.32953583 1174.65907167  622.25396744  554.36526195 1108.73052391
 1244.50793489 1760.         2959.95538169 3520.         1864.65504607
 1661.21879032 2793.82585146]"
Accordion,D4,"[ 587.32953583 1174.65907167  622.25396744  554.36526195 1244.50793489
 2959.95538169 1108.73052391 2349.31814334 1760.         2793.82585146
 3520.         3135.96348785]"
Accordion,D4,"[ 587.32953583  622.25396744  554.36526195 1174.65907167 1760.
 1244.50793489 1108.73052391 2959.95538169 4186.00904481 1864.65504607
 2349.31814334 1661.21879032]"
Accordion,D4,"[ 587.32953583  622.25396744  554.36526195 1760.         2959.95538169
 1174.65907167 1864.65504607 4186.00904481 1661.21879032 2793.82585146
 1244.50793489 5274.04091061]"
Accordion,D4,"[ 587.32953583  622.25396744 1174.65907167  554.36526195 2349.31814334
 1244.50793489 1760.         1108.73052391 2489.01586978 4186.00904481
 2217.46104781 3951.06641005]"
Accordion,D4,"[ 587.32953583 1760.          622.25396744  554.36526195 1174.65907167
 1864.65504607 1661.21879032 2959.95538169 2349.31814334 1244.50793489
 1108.73052391 2793.82585146]"
Accordion,D4,"[ 587.32953583  622.25396744 1760.          554.36526195 1864.65504607
 1661.21879032 2959.95538169 2349.31814334 4186.00904481 3520.
 2793.82585146 3951.06641005]"
Accordion,D4,"[ 587.32953583  622.25396744  554.36526195   97.998859     92.49860568
 1174.65907167 2349.31814334  103.82617439   65.40639133 1760.
  116.54094038  110.        ]"
Accordion,D4,"[ 587.32953583  622.25396744  554.36526195   97.998859   1760.
   92.49860568 2959.95538169  103.82617439  110.           87.30705786
  116.54094038 1864.65504607]"
Accordion,D4,"[ 587.32953583  622.25396744  554.36526195 1760.          116.54094038
  110.           97.998859   1864.65504607   92.49860568 2349.31814334
 1661.21879032 3520.        ]"
Accordion,D5,"[1174.65907167 3520.         1244.50793489 1108.73052391 3729.31009214
 2349.31814334 5919.91076339 3322.43758064 2489.01586978 5587.65170293
 2217.46104781 6271.92697571]"
Accordion,D5,"[3520.         1174.65907167 3729.31009214 3322.43758064 2349.31814334
 1244.50793489 1108.73052391 4698.63628668 5919.91076339 2489.01586978
 2217.46104781 5587.65170293]"
Accordion,D5,"[1174.65907167 1244.50793489 1108.73052391 3520.         3729.31009214
 2349.31814334 3322.43758064 2489.01586978 5919.91076339 2217.46104781
 4698.63628668 5587.65170293]"
Accordion,D5,"[3520.         1174.65907167 3729.31009214 3322.43758064 1244.50793489
 1108.73052391 2349.31814334   97.998859    110.         7040.
  103.82617439 2489.01586978]"
Accordion,D5,"[1174.65907167 1244.50793489 3520.         1108.73052391 5919.91076339
 3729.31009214 4698.63628668 3322.43758064 5587.65170293 6271.92697571
 4978.03173955 4434.92209563]"
Accordion,D5,"[1174.65907167 1244.50793489 1108.73052391 3520.         3729.31009214
 4698.63628668 5919.91076339 3322.43758064 2349.31814334 4978.03173955
 5587.65170293 4434.92209563]"
Accordion,D5,"[1174.65907167 1244.50793489 1108.73052391 3520.         3729.31009214
 3322.43758064 2349.31814334 5919.91076339   97.998859   4698.63628668
  116.54094038 2489.01586978]"
Accordion,D5,"[1174.65907167 1244.50793489 1108.73052391 3520.         3729.31009214
 3322.43758064 2349.31814334 5919.91076339 1318.51022765 4698.63628668
 2489.01586978  110.        ]"
Accordion,D5,"[1174.65907167 1244.50793489 1108.73052391   97.998859    110.
  116.54094038 3520.           92.49860568 4698.63628668  103.82617439
 2349.31814334   87.30705786]"
Accordion,D5,"[1174.65907167   97.998859   1244.50793489   92.49860568 1108.73052391
  110.          116.54094038  103.82617439 2349.31814334 4698.63628668
 3520.           69.29565774]"
Accordion,D5,"[1174.65907167 1244.50793489 1108.73052391 3520.           97.998859
 3729.31009214  110.          116.54094038   92.49860568 3322.43758064
  103.82617439   87.30705786]"
Accordion,D6,"[2349.31814334 2489.01586978 4698.63628668 2217.46104781  116.54094038
 4978.03173955  110.           92.49860568   97.998859   4434.92209563
  123.47082531   87.30705786]"
Accordion,D6,"[2349.31814334 4698.63628668 2489.01586978 2217.46104781 4978.03173955
 4434.92209563 7040.         7458.62018429 6644.87516128  116.54094038
  110.          123.47082531]"
Accordion,D6,"[4698.63628668 4978.03173955 4434.92209563 2349.31814334 2489.01586978
 2217.46104781 7040.         7458.62018429   97.998859   6644.87516128
 5274.04091061   92.49860568]"
Accordion,D6,"[2349.31814334 2489.01586978 2217.46104781 4698.63628668 7040.
 4978.03173955   97.998859   4434.92209563  116.54094038  110.
   92.49860568  103.82617439]"
Accordion,D6,"[2349.31814334 2489.01586978 2217.46104781 4698.63628668 7040.
 4978.03173955 4434.92209563 7458.62018429 6644.87516128  116.54094038
  110.           97.998859  ]"
Accordion,D6,"[2349.31814334  116.54094038  110.         2489.01586978 2217.46104781
  123.47082531  103.82617439 7040.           97.998859   4698.63628668
   92.49860568 7458.62018429]"
Accordion,D6,"[4698.63628668 4978.03173955 4434.92209563 2349.31814334 2489.01586978
   97.998859   7040.         2217.46104781  110.          116.54094038
   92.49860568  103.82617439]"
Accordion,D6,"[ 116.54094038 2349.31814334  110.           97.998859     92.49860568
  103.82617439 2489.01586978  123.47082531 2217.46104781   87.30705786
 7040.          146.83238396]"
Accordion,D6,"[4698.63628668 2349.31814334 4978.03173955 4434.92209563 2489.01586978
 7040.         2217.46104781  110.          116.54094038   97.998859
 7458.62018429   73.41619198]"
Accordion,D6,"[2349.31814334 2489.01586978 2217.46104781 4698.63628668 7040.
 4978.03173955 4434.92209563 7458.62018429  116.54094038 6644.87516128
  110.           97.998859  ]"
Accordion,D7,"[4698.63628668 4978.03173955 4434.92209563  116.54094038  110.
   97.998859    123.47082531  103.82617439   92.49860568   65.40639133
 5274.04091061   69.29565774]"
Accordion,D7,"[4698.63628668 4978.03173955 4434.92209563  116.54094038   97.998859
  110.           92.49860568  103.82617439   87.30705786   73.41619198
 5274.04091061   82.40688923]"
Accordion,D7,"[4698.63628668 4978.03173955 4434.92209563   97.998859    116.54094038
  110.           92.49860568  103.82617439   69.29565774  123.47082531
   73.41619198   87.30705786]"
